rg,nome,idade,cidade,doenca
31910820,Oneda,72,Betim,pneumonia
31911597,Philomena,1,Betim,gripe
31912374,Ambrosio,54,Santa Luzia,dengue
31913151,Pearle,42,Ribeirão das Neves,pneumonia
31913928,Lula,68,Betim,covid-19
31914705,Bishop,45,Contagem,dengue
31915482,Isador,33,Santa Luzia,dengue
31916259,Henry,29,Ribeirão das Neves,fibromialgia
31917036,Zora,97,Betim,febre amarela
31917813,Rupert,86,Contagem,catapora
31918590,Ottis,82,Betim,pneumonia
31919367,Santa,61,Belo Horizonte,pneumonia
31920144,Toy,58,Betim,artrite
31920921,Rae,53,Belo Horizonte,cancer
31921698,Finis,75,Contagem,fibromialgia
31922475,Violet,42,Santa Luzia,virose
31923252,Quinnie,30,Betim,pneumonia
31924029,Rufus,6,Contagem,pneumonia
31924806,Garold,39,Belo Horizonte,covid-19
31925583,Gust,21,Belo Horizonte,cancer
31926360,Arvid,96,Betim,gripe
31927137,Senora,24,Santa Luzia,cancer
31927914,Jean,2,Betim,artrite
31928691,Evie,2,Belo Horizonte,virose
31929468,Clayton,74,Betim,catapora
31930245,Vance,75,Betim,gripe
31931022,Mat,58,Santa Luzia,dengue
31931799,Crystal,47,Santa Luzia,artrite
31932576,Arlena,44,Contagem,dengue
31933353,Velma,20,Contagem,artrite
31934130,Lydia,89,Ribeirão das Neves,fibromialgia
31934907,Milburn,54,Ribeirão das Neves,cancer
31935684,Missouri,51,Belo Horizonte,pneumonia
31936461,Pearlie,45,Belo Horizonte,pneumonia
31937238,Attilio,43,Belo Horizonte,pneumonia
31938015,Musa,77,Santa Luzia,febre amarela
31938792,Dellie,53,Santa Luzia,gripe
31939569,Vena,36,Santa Luzia,artrite
31940346,Irva,2,Belo Horizonte,catapora
31941123,Lilia,88,Ribeirão das Neves,catapora
31941900,Ula,78,Belo Horizonte,cancer
31942677,Lavinia,53,Ribeirão das Neves,fibromialgia
31943454,Author,41,Belo Horizonte,pneumonia
31944231,Maurine,30,Santa Luzia,artrite
31945008,Monnie,27,Santa Luzia,virose
31945785,Buddy,60,Betim,dengue
31946562,Eleonore,88,Belo Horizonte,fibromialgia
31947339,Alma,16,Santa Luzia,artrite
31948116,Beula,74,Ribeirão das Neves,fibromialgia
31948893,Jemima,67,Contagem,cancer
31949670,Orlando,36,Ribeirão das Neves,gripe
31950447,Florida,7,Santa Luzia,fibromialgia
31951224,Esther,70,Ribeirão das Neves,catapora
31952001,Carroll,30,Belo Horizonte,virose
31952778,Rita,64,Santa Luzia,virose
31953555,Aloysius,88,Ribeirão das Neves,virose
31954332,Laurel,73,Ribeirão das Neves,pneumonia
31955109,Gladis,14,Ribeirão das Neves,covid-19
31955886,Oscar,97,Ribeirão das Neves,febre amarela
31956663,Blossom,21,Santa Luzia,fibromialgia
31957440,Tollie,44,Ribeirão das Neves,virose
31958217,Elinor,94,Contagem,virose
31958994,Samual,4,Santa Luzia,dengue
31959771,Macie,78,Santa Luzia,virose
31960548,Arland,80,Betim,covid-19
31961325,Ivey,38,Contagem,covid-19
31962102,Rueben,4,Belo Horizonte,cancer
31962879,Ed,97,Betim,pneumonia
31963656,Karl,89,Betim,gripe
31964433,Ela,34,Betim,covid-19
31965210,Shellie,77,Santa Luzia,dengue
31965987,Kirk,72,Santa Luzia,febre amarela
31966764,Clarance,12,Belo Horizonte,virose
31967541,Eulalie,33,Contagem,febre amarela
31968318,Buster,25,Betim,artrite
31969095,Luis,77,Ribeirão das Neves,cancer
31969872,Joann,99,Ribeirão das Neves,artrite
31970649,Chas,70,Betim,covid-19
31971426,Alla,54,Contagem,dengue
31972203,Murl,66,Contagem,catapora
31972980,Enrico,1,Ribeirão das Neves,gripe
31973757,Patty,92,Santa Luzia,febre amarela
31974534,Aurora,16,Betim,covid-19
31975311,Luvenia,96,Contagem,virose
31976088,Chas,64,Betim,gripe
31976865,Maggie,83,Santa Luzia,catapora
31977642,Lynn,81,Ribeirão das Neves,dengue
31978419,Zela,80,Betim,gripe
31979196,Olie,46,Belo Horizonte,covid-19
31979973,Oneta,49,Belo Horizonte,gripe
31980750,Orpha,7,Ribeirão das Neves,fibromialgia
31981527,Foster,76,Ribeirão das Neves,dengue
31982304,Rosalie,7,Santa Luzia,artrite
31983081,Anna,10,Santa Luzia,catapora
31983858,Mae,24,Belo Horizonte,artrite
31984635,Leigh,13,Contagem,fibromialgia
31985412,Myles,99,Santa Luzia,gripe
31986189,Claudine,74,Contagem,artrite
31986966,Lonie,25,Contagem,catapora
31987743,Zack,64,Belo Horizonte,fibromialgia
31988520,Lillar,92,Contagem,artrite
31989297,Bertha,56,Belo Horizonte,artrite
31990074,Noreen,62,Belo Horizonte,gripe
31990851,Lera,71,Betim,covid-19
31991628,Ines,59,Santa Luzia,covid-19
31992405,Fronia,63,Belo Horizonte,dengue
31993182,Justus,78,Betim,pneumonia
31993959,Allie,64,Betim,covid-19
31994736,Anniebell,35,Santa Luzia,artrite
31995513,Emile,45,Santa Luzia,pneumonia
31996290,Mose,57,Contagem,artrite
31997067,Emaline,14,Betim,gripe
31997844,Karen,28,Contagem,virose
31998621,Martha,31,Belo Horizonte,fibromialgia
31999398,Elinore,4,Contagem,dengue
32000175,Belle,89,Belo Horizonte,cancer
32000952,Enrique,18,Ribeirão das Neves,pneumonia
32001729,Velta,14,Santa Luzia,febre amarela
32002506,Hjalmar,26,Ribeirão das Neves,dengue
32003283,Tracy,44,Belo Horizonte,artrite
32004060,Margueritte,99,Santa Luzia,pneumonia
32004837,Teressa,20,Contagem,fibromialgia
32005614,Lorenza,96,Santa Luzia,gripe
32006391,Rosia,33,Santa Luzia,pneumonia
32007168,Anthony,82,Belo Horizonte,dengue
32007945,Theo,92,Contagem,virose
32008722,Josiephine,7,Ribeirão das Neves,gripe
32009499,Kirby,45,Belo Horizonte,virose
32010276,Essie,65,Santa Luzia,catapora
32011053,Essie,6,Ribeirão das Neves,gripe
32011830,Foster,90,Belo Horizonte,fibromialgia
32012607,Ceil,99,Belo Horizonte,pneumonia
32013384,Helyn,98,Belo Horizonte,fibromialgia
32014161,Murray,42,Santa Luzia,artrite
32014938,Georgiana,92,Belo Horizonte,artrite
32015715,Florrie,18,Santa Luzia,covid-19
32016492,Hurley,83,Contagem,gripe
32017269,Isadore,62,Contagem,febre amarela
32018046,Santiago,57,Santa Luzia,fibromialgia
32018823,Warren,53,Belo Horizonte,artrite
32019600,Loria,11,Belo Horizonte,fibromialgia
32020377,Adda,45,Belo Horizonte,virose
32021154,Emil,4,Betim,cancer
32021931,Clem,97,Ribeirão das Neves,pneumonia
32022708,Lillie,1,Santa Luzia,gripe
32023485,Christ,27,Ribeirão das Neves,catapora
32024262,Erline,22,Betim,catapora
32025039,Garvin,15,Contagem,pneumonia
32025816,Della,80,Belo Horizonte,fibromialgia
32026593,Catherine,10,Santa Luzia,pneumonia
32027370,Anna,58,Contagem,catapora
32028147,Isiah,75,Santa Luzia,covid-19
32028924,Olivine,88,Ribeirão das Neves,fibromialgia
32029701,Huston,51,Betim,catapora
32030478,Persis,15,Belo Horizonte,cancer
32031255,Nellie,3,Contagem,virose
32032032,Newman,28,Santa Luzia,pneumonia
32032809,Mitzi,95,Contagem,catapora
32033586,Woodie,89,Belo Horizonte,gripe
32034363,Ford,7,Ribeirão das Neves,artrite
32035140,Tabitha,37,Contagem,covid-19
32035917,Pearle,1,Ribeirão das Neves,cancer
32036694,Bishop,34,Santa Luzia,febre amarela
32037471,Evaline,63,Belo Horizonte,catapora
32038248,Eula,14,Betim,catapora
32039025,Delmar,81,Belo Horizonte,virose
32039802,Vance,52,Contagem,catapora
32040579,Tillman,2,Santa Luzia,febre amarela
32041356,Will,25,Belo Horizonte,fibromialgia
32042133,Homer,57,Belo Horizonte,virose
32042910,Betsy,78,Belo Horizonte,pneumonia
32043687,Aurora,62,Contagem,virose
32044464,Diana,52,Betim,pneumonia
32045241,Richard,27,Betim,catapora
32046018,Vivian,99,Belo Horizonte,fibromialgia
32046795,Gladys,85,Contagem,virose
32047572,Berneice,34,Ribeirão das Neves,pneumonia
32048349,Texas,36,Belo Horizonte,cancer
32049126,Christine,33,Ribeirão das Neves,covid-19
32049903,Christ,29,Betim,virose
32050680,Zillah,33,Belo Horizonte,covid-19
32051457,Nola,80,Ribeirão das Neves,virose
32052234,Noel,28,Ribeirão das Neves,cancer
32053011,Elizebeth,47,Contagem,gripe
32053788,Augustine,65,Santa Luzia,covid-19
32054565,Lavonia,11,Betim,febre amarela
32055342,Harry,37,Ribeirão das Neves,febre amarela
32056119,Amanda,38,Contagem,virose
32056896,Sylvan,41,Contagem,dengue
32057673,Willetta,48,Contagem,dengue
32058450,Julious,26,Contagem,artrite
32059227,Carroll,79,Contagem,pneumonia
32060004,Senia,52,Betim,pneumonia
32060781,James,64,Ribeirão das Neves,dengue
32061558,Isabell,13,Santa Luzia,pneumonia
32062335,Eather,32,Betim,gripe
32063112,Oral,48,Betim,gripe
32063889,Matt,2,Santa Luzia,artrite
32064666,Leonard,56,Santa Luzia,fibromialgia
32065443,Dexter,59,Belo Horizonte,catapora
32066220,Leandro,70,Santa Luzia,pneumonia
32066997,Eathel,67,Contagem,artrite
32067774,Wilburn,7,Santa Luzia,catapora
32068551,Rosetta,93,Belo Horizonte,pneumonia
32069328,Chrystal,84,Betim,gripe
32070105,Reta,83,Belo Horizonte,gripe
32070882,Susanna,53,Belo Horizonte,cancer
32071659,Emmaline,56,Santa Luzia,febre amarela
32072436,Carroll,61,Betim,dengue
32073213,Webb,61,Contagem,virose
32073990,Isaiah,77,Ribeirão das Neves,covid-19
32074767,Pleas,70,Betim,covid-19
32075544,Vergil,5,Betim,covid-19
32076321,Laney,40,Santa Luzia,artrite
32077098,Lavina,50,Ribeirão das Neves,artrite
32077875,Mike,39,Ribeirão das Neves,dengue
32078652,Ursula,13,Betim,cancer
32079429,Bina,69,Contagem,virose
32080206,Imelda,54,Contagem,cancer
32080983,Nova,48,Contagem,catapora
32081760,Clemie,61,Betim,catapora
32082537,Winifred,49,Santa Luzia,covid-19
32083314,Domingo,51,Betim,fibromialgia
32084091,Manie,18,Ribeirão das Neves,cancer
32084868,Anton,13,Ribeirão das Neves,artrite
32085645,Marcellus,34,Betim,covid-19
32086422,Elmo,79,Contagem,cancer
32087199,Patsey,54,Ribeirão das Neves,catapora
32087976,Lelia,89,Betim,gripe
32088753,Metha,67,Ribeirão das Neves,artrite
32089530,Adaline,99,Belo Horizonte,covid-19
32090307,Eddie,63,Betim,pneumonia
32091084,Dorathea,99,Ribeirão das Neves,gripe
32091861,Major,86,Contagem,febre amarela
32092638,Sallie,8,Belo Horizonte,dengue
32093415,Janie,9,Betim,febre amarela
32094192,Pollie,74,Santa Luzia,febre amarela
32094969,Allie,89,Santa Luzia,covid-19
32095746,Melville,99,Belo Horizonte,covid-19
32096523,Imelda,53,Belo Horizonte,cancer
32097300,Neita,93,Contagem,gripe
32098077,Shellie,61,Santa Luzia,pneumonia
32098854,Talitha,22,Contagem,artrite
32099631,Eulalie,97,Ribeirão das Neves,cancer
32100408,Marsha,83,Betim,gripe
32101185,Corrine,21,Betim,covid-19
32101962,Octavia,26,Contagem,fibromialgia
32102739,Charlie,5,Contagem,febre amarela
32103516,Pedro,3,Belo Horizonte,pneumonia
32104293,Gerald,98,Santa Luzia,catapora
32105070,Rosamond,51,Contagem,cancer
32105847,Ema,48,Betim,gripe
32106624,Jewel,27,Contagem,febre amarela
32107401,Axie,85,Contagem,febre amarela
32108178,Domenic,16,Contagem,febre amarela
32108955,Hampton,63,Santa Luzia,cancer
32109732,Amie,12,Ribeirão das Neves,virose
32110509,Seldon,8,Betim,febre amarela
32111286,Precious,94,Belo Horizonte,artrite
32112063,Senaida,42,Contagem,pneumonia
32112840,Mattie,34,Ribeirão das Neves,fibromialgia
32113617,Arline,29,Belo Horizonte,fibromialgia
32114394,Lorayne,24,Contagem,artrite
32115171,Glen,23,Betim,artrite
32115948,Emilie,68,Belo Horizonte,fibromialgia
32116725,Mitchell,14,Santa Luzia,virose
32117502,Babe,33,Ribeirão das Neves,covid-19
32118279,Necie,42,Betim,fibromialgia
32119056,Golda,90,Contagem,cancer
32119833,Leslie,29,Contagem,pneumonia
32120610,Mark,35,Santa Luzia,pneumonia
32121387,Lessie,97,Santa Luzia,catapora
32122164,Pink,50,Betim,pneumonia
32122941,Evaline,87,Belo Horizonte,dengue
32123718,Erma,89,Santa Luzia,febre amarela
32124495,Lovella,30,Betim,febre amarela
32125272,Manford,83,Betim,gripe
32126049,Bernard,16,Contagem,cancer
32126826,Olevia,13,Betim,cancer
32127603,Marie,79,Belo Horizonte,catapora
32128380,Evan,18,Contagem,dengue
32129157,Archer,70,Contagem,virose
32129934,Lou,65,Belo Horizonte,fibromialgia
32130711,Fitzhugh,48,Contagem,fibromialgia
32131488,Maie,83,Betim,catapora
32132265,Patty,40,Contagem,fibromialgia
32133042,Martine,96,Santa Luzia,cancer
32133819,Aggie,41,Belo Horizonte,pneumonia
32134596,Orvis,38,Ribeirão das Neves,cancer
32135373,Apolonia,44,Belo Horizonte,covid-19
32136150,Macy,1,Santa Luzia,febre amarela
32136927,Simpson,37,Betim,catapora
32137704,Connie,61,Ribeirão das Neves,fibromialgia
32138481,Mildred,9,Ribeirão das Neves,artrite
32139258,Ardie,11,Ribeirão das Neves,artrite
32140035,Carlotta,40,Belo Horizonte,virose
32140812,Estell,71,Contagem,febre amarela
32141589,Clint,53,Belo Horizonte,pneumonia
32142366,Dona,91,Santa Luzia,febre amarela
32143143,Janette,37,Belo Horizonte,covid-19
32143920,Doshia,78,Ribeirão das Neves,dengue
32144697,Jasper,18,Belo Horizonte,gripe
32145474,Ottie,54,Betim,covid-19
32146251,Lon,48,Santa Luzia,cancer
32147028,Minie,56,Santa Luzia,catapora
32147805,Ethyl,90,Santa Luzia,dengue
32148582,Lilla,71,Betim,dengue
32149359,Hasel,22,Contagem,pneumonia
32150136,Robin,3,Contagem,catapora
32150913,Johnny,42,Belo Horizonte,pneumonia
32151690,Craig,34,Betim,catapora
32152467,Hubert,15,Belo Horizonte,virose
32153244,Luke,98,Betim,febre amarela
32154021,Zula,73,Santa Luzia,catapora
32154798,Clemmie,85,Belo Horizonte,dengue
32155575,Cloie,14,Contagem,virose
32156352,Dudley,44,Ribeirão das Neves,fibromialgia
32157129,Leona,52,Belo Horizonte,cancer
32157906,Merrill,6,Contagem,catapora
32158683,Eda,9,Ribeirão das Neves,cancer
32159460,Else,80,Belo Horizonte,febre amarela
32160237,Launa,91,Ribeirão das Neves,gripe
32161014,Philip,25,Belo Horizonte,gripe
32161791,Alpha,84,Contagem,cancer
32162568,Lavenia,65,Contagem,virose
32163345,Claud,59,Ribeirão das Neves,pneumonia
32164122,Lennie,45,Santa Luzia,dengue
32164899,Jimmie,15,Santa Luzia,cancer
32165676,Andres,19,Belo Horizonte,virose
32166453,Evie,2,Contagem,catapora
32167230,Corrie,73,Contagem,cancer
32168007,Thaddeus,45,Ribeirão das Neves,catapora
32168784,Linnie,87,Ribeirão das Neves,cancer
32169561,Tennessee,79,Betim,cancer
32170338,Paul,77,Belo Horizonte,fibromialgia
32171115,Frankie,44,Santa Luzia,virose
32171892,Florence,74,Betim,gripe
32172669,Thea,65,Contagem,febre amarela
32173446,Ulyses,16,Betim,gripe
32174223,Bama,60,Contagem,gripe
32175000,Velvie,73,Ribeirão das Neves,cancer
32175777,Vernon,9,Belo Horizonte,artrite
32176554,Virgel,82,Contagem,virose
32177331,Dick,69,Betim,covid-19
32178108,Lewis,87,Betim,gripe
32178885,Albina,10,Santa Luzia,virose
32179662,Josephus,62,Contagem,virose
32180439,Antonio,60,Betim,catapora
32181216,Claudine,40,Santa Luzia,gripe
32181993,Fritz,58,Santa Luzia,dengue
32182770,Orrin,94,Belo Horizonte,cancer
32183547,Washington,58,Belo Horizonte,cancer
32184324,Angie,6,Santa Luzia,virose
32185101,Sidonia,22,Santa Luzia,fibromialgia
32185878,Benjaman,58,Contagem,virose
32186655,Charlton,66,Betim,febre amarela
32187432,Millard,32,Ribeirão das Neves,covid-19
32188209,Dovie,80,Belo Horizonte,gripe
32188986,Emily,72,Ribeirão das Neves,virose
32189763,Stewart,36,Ribeirão das Neves,dengue
32190540,Dudley,48,Ribeirão das Neves,virose
32191317,Frederica,35,Contagem,fibromialgia
32192094,Jimmy,98,Ribeirão das Neves,dengue
32192871,Dottie,30,Contagem,dengue
32193648,Sterling,86,Santa Luzia,covid-19
32194425,Faith,82,Santa Luzia,febre amarela
32195202,Scott,54,Ribeirão das Neves,catapora
32195979,Simona,7,Betim,pneumonia
32196756,Ford,9,Ribeirão das Neves,febre amarela
32197533,Ed,60,Santa Luzia,pneumonia
32198310,Alonza,31,Belo Horizonte,febre amarela
32199087,Faye,99,Contagem,virose
32199864,Nile,92,Belo Horizonte,fibromialgia
32200641,Lilyan,29,Contagem,cancer
32201418,Gustav,57,Santa Luzia,cancer
32202195,Tomie,57,Contagem,dengue
32202972,Paulina,73,Santa Luzia,artrite
32203749,Carmel,13,Ribeirão das Neves,febre amarela
32204526,Nicie,82,Betim,pneumonia
32205303,Sam,85,Belo Horizonte,catapora
32206080,Laurance,74,Betim,gripe
32206857,Page,95,Santa Luzia,febre amarela
32207634,David,79,Betim,catapora
32208411,Henry,46,Belo Horizonte,cancer
32209188,Iantha,63,Santa Luzia,gripe
32209965,Volney,42,Ribeirão das Neves,febre amarela
32210742,Pluma,35,Ribeirão das Neves,pneumonia
32211519,Willis,27,Contagem,fibromialgia
32212296,Jerome,74,Belo Horizonte,pneumonia
32213073,Fleeta,9,Ribeirão das Neves,virose
32213850,Siddie,30,Betim,virose
32214627,Arma,56,Belo Horizonte,artrite
32215404,Fannye,20,Santa Luzia,dengue
32216181,Wilhelmena,68,Contagem,dengue
32216958,Adline,18,Belo Horizonte,covid-19
32217735,Ethie,47,Ribeirão das Neves,fibromialgia
32218512,Joe,44,Belo Horizonte,catapora
32219289,Gillie,20,Contagem,fibromialgia
32220066,Earl,36,Santa Luzia,pneumonia
32220843,John,74,Ribeirão das Neves,febre amarela
32221620,Morris,49,Santa Luzia,artrite
32222397,Eligha,7,Contagem,catapora
32223174,Myrtle,17,Ribeirão das Neves,fibromialgia
32223951,Leita,41,Ribeirão das Neves,dengue
32224728,Jennie,45,Santa Luzia,virose
32225505,Lillie,72,Santa Luzia,covid-19
32226282,Chessie,25,Belo Horizonte,febre amarela
32227059,Pearl,42,Belo Horizonte,fibromialgia
32227836,Emmitt,5,Ribeirão das Neves,catapora
32228613,Margrett,73,Contagem,fibromialgia
32229390,Jonnie,54,Contagem,cancer
32230167,Duane,99,Contagem,artrite
32230944,Kurt,95,Belo Horizonte,artrite
32231721,Joseph,74,Belo Horizonte,pneumonia
32232498,Odell,44,Betim,virose
32233275,Betty,73,Santa Luzia,dengue
32234052,Rhetta,24,Belo Horizonte,dengue
32234829,Sybil,97,Ribeirão das Neves,fibromialgia
32235606,Dulcie,7,Contagem,febre amarela
32236383,Leonard,62,Betim,gripe
32237160,Lauretta,18,Betim,gripe
32237937,Chester,65,Contagem,cancer
32238714,Delta,60,Belo Horizonte,virose
32239491,Earline,62,Santa Luzia,virose
32240268,Orene,39,Ribeirão das Neves,pneumonia
32241045,Malinda,5,Contagem,catapora
32241822,Benjamine,96,Santa Luzia,fibromialgia
32242599,Lissie,34,Betim,virose
32243376,Myron,9,Contagem,artrite
32244153,Clennie,24,Ribeirão das Neves,catapora
32244930,Adline,2,Contagem,fibromialgia
32245707,Dale,28,Santa Luzia,covid-19
32246484,Tim,13,Belo Horizonte,fibromialgia
32247261,Minnie,87,Santa Luzia,virose
32248038,Jess,2,Santa Luzia,fibromialgia
32248815,Lilie,96,Ribeirão das Neves,virose
32249592,Lee,81,Betim,gripe
32250369,Jeptha,43,Contagem,fibromialgia
32251146,Annis,21,Contagem,gripe
32251923,Adaline,19,Betim,fibromialgia
32252700,Horatio,70,Betim,catapora
32253477,Milo,90,Ribeirão das Neves,cancer
32254254,Amanda,7,Contagem,gripe
32255031,Iola,25,Santa Luzia,pneumonia
32255808,Isabelle,25,Santa Luzia,dengue
32256585,Wava,34,Ribeirão das Neves,dengue
32257362,Magdalen,87,Belo Horizonte,fibromialgia
32258139,Maranda,55,Ribeirão das Neves,dengue
32258916,Columbus,22,Belo Horizonte,gripe
32259693,Ingram,51,Santa Luzia,cancer
32260470,Lavonia,85,Contagem,virose
32261247,Leana,29,Ribeirão das Neves,dengue
32262024,Vena,41,Betim,virose
32262801,Bernard,5,Belo Horizonte,virose
32263578,Doc,33,Ribeirão das Neves,artrite
32264355,Catherine,35,Contagem,dengue
32265132,Flossie,14,Santa Luzia,covid-19
32265909,Salome,94,Ribeirão das Neves,artrite
32266686,Melita,81,Belo Horizonte,dengue
32267463,Mandy,34,Betim,fibromialgia
32268240,Alicia,12,Contagem,virose
32269017,Josephus,2,Santa Luzia,catapora
32269794,Rilla,94,Contagem,gripe
32270571,Thressa,33,Betim,dengue
32271348,Eileen,8,Santa Luzia,gripe
32272125,Doshia,97,Santa Luzia,febre amarela
32272902,Doretha,93,Contagem,catapora
32273679,Cleone,60,Ribeirão das Neves,artrite
32274456,Calla,19,Ribeirão das Neves,catapora
32275233,Nettie,16,Ribeirão das Neves,pneumonia
32276010,Martin,87,Contagem,febre amarela
32276787,Altha,97,Santa Luzia,gripe
32277564,Thaddeus,49,Betim,catapora
32278341,Helga,85,Ribeirão das Neves,dengue
32279118,Gaither,44,Belo Horizonte,artrite
32279895,Doretta,47,Santa Luzia,gripe
32280672,Annabell,45,Ribeirão das Neves,artrite
32281449,Henretter,37,Contagem,fibromialgia
32282226,Loie,2,Betim,covid-19
32283003,Dana,8,Santa Luzia,fibromialgia
32283780,Averil,68,Belo Horizonte,febre amarela
32284557,Kathryn,84,Contagem,catapora
32285334,Dortha,22,Contagem,catapora
32286111,Claude,33,Belo Horizonte,febre amarela
32286888,Milford,44,Santa Luzia,virose
32287665,Carey,42,Santa Luzia,artrite
32288442,Jonah,1,Betim,gripe
32289219,Isaiah,44,Betim,cancer
32289996,Hilda,40,Betim,catapora
32290773,Aretha,76,Belo Horizonte,cancer
32291550,Elvina,23,Santa Luzia,dengue
32292327,Angelina,64,Santa Luzia,fibromialgia
32293104,Sigrid,98,Santa Luzia,gripe
32293881,Ludmilla,72,Contagem,cancer
32294658,Paralee,29,Santa Luzia,pneumonia
32295435,Augusta,55,Contagem,covid-19
32296212,Cline,1,Betim,virose
32296989,Shellie,33,Belo Horizonte,pneumonia
32297766,Carroll,29,Belo Horizonte,dengue
32298543,Melville,26,Contagem,pneumonia
32299320,Fabian,8,Betim,dengue
32300097,John,63,Santa Luzia,catapora
32300874,Saul,57,Santa Luzia,artrite
32301651,Senora,68,Betim,dengue
32302428,Opal,82,Ribeirão das Neves,virose
32303205,Smith,72,Betim,cancer
32303982,Paul,50,Contagem,dengue
32304759,Mildred,13,Ribeirão das Neves,fibromialgia
32305536,Mallie,62,Santa Luzia,virose
32306313,Patricia,94,Ribeirão das Neves,virose
32307090,Maceo,69,Betim,pneumonia
32307867,Troy,12,Contagem,catapora
32308644,Helen,75,Betim,covid-19
