crm,nome,idade,cidade,especialidade,numeroA
2779,Ben,1979-12-30,Belo Horizonte,Dermatologista,525
2780,Spencer,1999-02-07,Ribeirão das Neves,Ortopedista,73
2781,Reva,1950-01-08,Contagem,Pediatra,514
2782,Graham,1966-12-11,Contagem,Cardiologista,98
2783,Eleonore,1970-07-17,Belo Horizonte,Ortopedista,97
2784,Lauretta,1946-01-23,Contagem,Cirurgião,102
2785,Ida,1980-06-05,Ribeirão das Neves,Pediatra,343
2786,Earnestine,1984-04-09,Santa Luzia,Neurologista,657
2787,Homer,1973-02-09,Betim,Cirurgião,685
2788,Hazelle,1965-09-29,Contagem,Dermatologista,186
2789,Rosetta,1965-07-27,Contagem,Pediatra,239
2790,Lular,1970-06-27,Santa Luzia,Neurologista,157
2791,Willie,1999-01-29,Betim,Neurologista,247
2792,Valena,1989-07-31,Ribeirão das Neves,Dermatologista,296
2793,Cecilia,1990-02-27,Betim,Cirurgião,719
2794,Polly,1979-05-29,Contagem,Cardiologista,128
2795,Magdalene,1950-12-21,Santa Luzia,Pediatra,644
2796,Prudence,1990-07-15,Belo Horizonte,Neurologista,543
2797,Benton,1995-07-06,Belo Horizonte,Cirurgião,858
2798,Faustina,1950-08-01,Santa Luzia,Neurologista,548
2799,Lucetta,1973-03-15,Belo Horizonte,Cirurgião,658
2800,Laurie,1949-09-01,Ribeirão das Neves,Dermatologista,176
2801,Juana,1979-11-18,Contagem,Dermatologista,701
2802,Mackie,1963-03-24,Santa Luzia,Ortopedista,31
2803,Dewey,1969-06-14,Belo Horizonte,Cirurgião,915
2804,Orie,1977-12-04,Ribeirão das Neves,Dermatologista,622
2805,Irene,1990-01-09,Santa Luzia,Dermatologista,703
2806,Fayette,1974-03-15,Contagem,Pediatra,180
2807,Mellie,1974-03-29,Contagem,Cardiologista,682
2808,Lola,1959-01-06,Santa Luzia,Ortopedista,701
2809,Manerva,1983-10-15,Santa Luzia,Cardiologista,882
2810,Gust,1952-04-30,Betim,Neurologista,7
2811,Lemon,1954-06-10,Ribeirão das Neves,Cardiologista,378
2812,Esther,1983-04-13,Belo Horizonte,Cardiologista,664
2813,Naomia,1958-08-24,Santa Luzia,Dermatologista,70
2814,Forrest,1962-07-02,Ribeirão das Neves,Pediatra,715
2815,Rhoda,1960-01-05,Contagem,Pediatra,796
2816,Arlie,1997-06-24,Belo Horizonte,Neurologista,938
2817,Waldo,1983-06-21,Ribeirão das Neves,Neurologista,574
2818,Corrine,1969-03-23,Contagem,Dermatologista,644
2819,Worth,1998-06-14,Santa Luzia,Pediatra,559
2820,Benjamine,1976-10-25,Belo Horizonte,Dermatologista,560
2821,Earl,1990-09-13,Santa Luzia,Cardiologista,54
2822,Vashti,1982-11-21,Ribeirão das Neves,Neurologista,431
2823,Alicia,1956-02-28,Santa Luzia,Pediatra,541
2824,Coy,1980-11-19,Betim,Neurologista,55
2825,Willie,1946-06-07,Contagem,Neurologista,761
2826,Denver,1967-06-22,Santa Luzia,Ortopedista,745
2827,Viola,1979-07-08,Ribeirão das Neves,Cardiologista,974
2828,Jim,1997-11-05,Betim,Neurologista,144
2829,Estelle,1968-10-03,Santa Luzia,Ortopedista,797
2830,Paschal,1977-06-09,Belo Horizonte,Dermatologista,613
2831,Elza,1970-09-07,Santa Luzia,Neurologista,434
2832,Adolfo,1969-11-07,Contagem,Neurologista,374
2833,Etta,1981-01-24,Contagem,Ortopedista,344
2834,Exa,1996-09-19,Ribeirão das Neves,Cirurgião,688
2835,Buck,1971-08-28,Contagem,Cardiologista,967
2836,Seferina,1985-08-18,Belo Horizonte,Neurologista,946
2837,Blodwen,1958-07-18,Contagem,Neurologista,17
2838,Valeria,1971-12-07,Contagem,Cardiologista,7
2839,Carmie,1956-06-14,Betim,Neurologista,552
2840,Ezell,1967-07-29,Betim,Cardiologista,898
2841,Willmetta,1979-03-12,Santa Luzia,Neurologista,92
2842,Isla,1970-08-19,Santa Luzia,Cardiologista,561
2843,Zula,1950-11-12,Betim,Ortopedista,935
2844,Wellington,1947-11-03,Santa Luzia,Pediatra,762
2845,Janie,1945-03-20,Contagem,Pediatra,799
2846,Napoleon,1956-11-01,Belo Horizonte,Cirurgião,404
2847,Corda,1992-04-28,Santa Luzia,Cardiologista,709
2848,Lou,1980-03-19,Betim,Neurologista,614
2849,Stewart,1972-11-18,Ribeirão das Neves,Neurologista,848
2850,Arletta,1996-10-04,Belo Horizonte,Cardiologista,815
2851,Adolphus,1981-02-23,Santa Luzia,Dermatologista,564
2852,Campbell,1981-08-09,Santa Luzia,Cardiologista,548
2853,Abbott,1978-10-09,Belo Horizonte,Cardiologista,685
2854,Alex,1968-04-18,Betim,Cardiologista,122
2855,Ellen,1968-09-06,Ribeirão das Neves,Ortopedista,894
2856,Rosco,1950-05-13,Betim,Ortopedista,903
2857,Ewell,1953-02-26,Contagem,Dermatologista,280
2858,Marina,1970-08-05,Belo Horizonte,Ortopedista,190
2859,Hallie,1968-08-03,Betim,Ortopedista,312
2860,Otto,1960-01-08,Santa Luzia,Ortopedista,273
2861,Dayton,1988-03-02,Betim,Dermatologista,661
2862,Marianna,1986-04-05,Santa Luzia,Cirurgião,257
2863,Wilmer,1958-06-22,Santa Luzia,Pediatra,377
2864,Olivette,1995-12-30,Santa Luzia,Pediatra,446
2865,Isom,1985-03-04,Contagem,Pediatra,740
2866,Grace,1964-05-27,Contagem,Cardiologista,742
2867,Gennaro,1994-06-23,Betim,Cirurgião,384
2868,Elvera,1975-12-24,Contagem,Ortopedista,90
2869,Hadley,1979-12-29,Betim,Cardiologista,167
2870,Altie,1977-10-23,Contagem,Cirurgião,681
2871,Grace,1973-02-01,Ribeirão das Neves,Cardiologista,371
2872,Joe,1958-10-26,Santa Luzia,Cardiologista,60
2873,Tena,1968-06-22,Belo Horizonte,Dermatologista,938
2874,Delila,1953-08-13,Santa Luzia,Dermatologista,430
2875,Lugenia,1986-06-30,Contagem,Pediatra,119
2876,Rosevelt,1981-01-28,Santa Luzia,Dermatologista,254
2877,Melissa,1995-01-15,Ribeirão das Neves,Ortopedista,554
2878,Elvie,1945-11-10,Santa Luzia,Ortopedista,886
2879,Easter,1945-03-18,Betim,Cirurgião,4
2880,Juanita,1986-02-02,Santa Luzia,Cardiologista,72
2881,Naoma,1955-05-26,Belo Horizonte,Ortopedista,438
2882,Millie,1994-07-18,Contagem,Dermatologista,845
2883,Glee,1969-03-04,Contagem,Dermatologista,746
2884,Newt,1988-09-08,Ribeirão das Neves,Cardiologista,275
2885,Gertha,1990-06-15,Santa Luzia,Pediatra,341
2886,Elisabeth,1995-11-11,Belo Horizonte,Dermatologista,138
2887,Amasa,1945-11-03,Betim,Neurologista,756
2888,Len,1972-09-21,Ribeirão das Neves,Pediatra,270
2889,Alvena,1949-04-29,Santa Luzia,Dermatologista,965
2890,Alonza,1990-06-07,Belo Horizonte,Cardiologista,609
2891,Hammond,1971-11-25,Santa Luzia,Neurologista,129
2892,James,1984-05-10,Betim,Pediatra,537
2893,Marget,1985-02-28,Contagem,Pediatra,528
2894,Bartley,1973-09-23,Ribeirão das Neves,Cirurgião,792
2895,Isadora,1960-12-08,Contagem,Cardiologista,381
2896,Ewart,1969-06-24,Contagem,Cardiologista,628
2897,Emogene,1993-01-09,Belo Horizonte,Cirurgião,727
2898,Vinson,1974-11-28,Contagem,Neurologista,13
2899,Belle,1991-04-12,Contagem,Neurologista,8
2900,Columbus,1988-09-23,Belo Horizonte,Cirurgião,786
2901,Marie,1970-10-30,Belo Horizonte,Cardiologista,353
2902,Richard,1970-07-04,Ribeirão das Neves,Pediatra,787
2903,Thedore,1974-07-06,Ribeirão das Neves,Ortopedista,622
2904,Rossie,1972-02-04,Santa Luzia,Cardiologista,970
2905,Ace,1962-08-02,Betim,Pediatra,34
2906,Esther,1977-02-26,Belo Horizonte,Neurologista,565
2907,Wilhelmine,1964-04-24,Contagem,Ortopedista,722
2908,Lessie,1967-08-24,Belo Horizonte,Neurologista,61
2909,Anna,1965-06-15,Santa Luzia,Neurologista,14
2910,Simeon,1976-07-05,Belo Horizonte,Neurologista,785
2911,Quincy,1944-01-28,Ribeirão das Neves,Cardiologista,505
2912,Lita,1993-03-01,Belo Horizonte,Cardiologista,222
2913,Winston,1965-06-01,Belo Horizonte,Pediatra,207
2914,Vernal,1983-12-22,Santa Luzia,Pediatra,223
2915,Christopher,1962-03-26,Belo Horizonte,Cardiologista,888
2916,Eleanora,1998-04-19,Contagem,Ortopedista,999
2917,Jesse,1946-08-27,Belo Horizonte,Pediatra,433
2918,Julie,1954-08-02,Santa Luzia,Neurologista,407
2919,Glennie,1996-02-15,Betim,Cardiologista,721
2920,Madlyn,1990-12-27,Ribeirão das Neves,Neurologista,454
2921,Nona,1952-08-15,Belo Horizonte,Neurologista,135
2922,Juana,1986-12-01,Belo Horizonte,Neurologista,991
2923,Danial,1968-05-03,Santa Luzia,Cirurgião,994
2924,Sarah,1957-06-05,Contagem,Pediatra,140
2925,Pollie,1998-09-04,Santa Luzia,Cardiologista,938
2926,Emory,1961-12-25,Santa Luzia,Dermatologista,735
2927,Osie,1980-09-18,Betim,Cardiologista,637
2928,Irene,1978-06-06,Betim,Pediatra,10
2929,Rufina,1966-05-22,Ribeirão das Neves,Neurologista,401
2930,Florie,1991-06-17,Belo Horizonte,Ortopedista,24
2931,Troy,1991-07-17,Betim,Dermatologista,113
2932,Winnifred,1971-06-20,Ribeirão das Neves,Pediatra,705
2933,Belton,1953-03-11,Ribeirão das Neves,Neurologista,477
2934,Nan,1955-01-01,Santa Luzia,Pediatra,885
2935,Natalia,1967-09-09,Santa Luzia,Neurologista,106
2936,Grover,1972-11-20,Santa Luzia,Ortopedista,479
2937,Carol,1961-04-28,Belo Horizonte,Ortopedista,29
2938,Madison,1991-01-16,Santa Luzia,Neurologista,63
2939,Radford,1962-12-10,Santa Luzia,Cirurgião,199
2940,Williams,1993-01-18,Ribeirão das Neves,Pediatra,735
2941,Anderson,1953-05-22,Santa Luzia,Cirurgião,824
2942,Ottilia,1988-12-28,Santa Luzia,Cirurgião,190
2943,Carmen,1991-05-24,Santa Luzia,Cardiologista,972
2944,Della,1974-03-26,Ribeirão das Neves,Dermatologista,103
2945,Eleonora,1988-01-20,Contagem,Pediatra,374
2946,Helon,1996-05-05,Ribeirão das Neves,Ortopedista,580
2947,Gardner,1970-10-01,Belo Horizonte,Cirurgião,359
2948,Wright,1956-11-08,Ribeirão das Neves,Neurologista,316
2949,Pattie,1982-10-13,Santa Luzia,Cardiologista,8
2950,Hilary,1949-02-07,Betim,Ortopedista,636
2951,Dennis,1945-11-17,Belo Horizonte,Cirurgião,762
2952,Misao,1996-09-28,Belo Horizonte,Neurologista,106
2953,Johnie,1966-01-06,Betim,Cardiologista,26
2954,Dove,1962-05-06,Belo Horizonte,Cirurgião,580
2955,Cephus,1983-03-06,Contagem,Cardiologista,714
2956,Willie,1988-12-22,Betim,Cardiologista,731
2957,Carla,1965-04-01,Santa Luzia,Cardiologista,56
2958,Allie,1948-01-27,Betim,Cirurgião,27
2959,Connie,1998-02-24,Betim,Pediatra,987
2960,Gayle,1969-08-19,Belo Horizonte,Pediatra,355
2961,Buster,1961-01-11,Betim,Dermatologista,541
2962,Wiley,1983-04-11,Belo Horizonte,Dermatologista,758
2963,Curtis,1965-04-19,Santa Luzia,Cirurgião,40
2964,Diana,1961-06-07,Belo Horizonte,Cirurgião,400
2965,Idella,1947-10-09,Ribeirão das Neves,Dermatologista,543
2966,Eular,1966-11-14,Ribeirão das Neves,Cardiologista,534
2967,Lyle,1961-08-17,Ribeirão das Neves,Pediatra,557
2968,Young,1959-09-06,Ribeirão das Neves,Cirurgião,154
2969,Edyth,1986-06-21,Belo Horizonte,Dermatologista,313
2970,Letta,1968-03-11,Contagem,Neurologista,500
2971,Lemon,1973-02-22,Betim,Dermatologista,610
2972,Ewell,1950-11-02,Ribeirão das Neves,Pediatra,699
2973,Selma,1991-09-30,Betim,Cardiologista,780
2974,Andrea,1967-04-28,Belo Horizonte,Cirurgião,154
2975,Jess,1961-02-27,Belo Horizonte,Neurologista,777
2976,Adia,1954-06-22,Santa Luzia,Ortopedista,683
2977,Nita,1945-10-18,Belo Horizonte,Cirurgião,743
2978,Buelah,1950-06-30,Belo Horizonte,Dermatologista,327
2979,Courtney,1989-12-28,Ribeirão das Neves,Pediatra,239
2980,Oscar,1978-07-27,Ribeirão das Neves,Neurologista,270
2981,Allen,1967-12-24,Ribeirão das Neves,Neurologista,345
2982,Bettina,1949-03-13,Belo Horizonte,Cardiologista,585
2983,Wendell,1979-11-17,Santa Luzia,Ortopedista,363
2984,Roby,1994-06-14,Ribeirão das Neves,Cirurgião,902
2985,Emmie,1975-11-15,Ribeirão das Neves,Ortopedista,706
2986,Natividad,1950-07-27,Ribeirão das Neves,Neurologista,320
2987,Rebecca,1968-04-29,Ribeirão das Neves,Cardiologista,135
2988,Alphonso,1978-10-28,Ribeirão das Neves,Neurologista,518
2989,Adam,1953-03-19,Betim,Neurologista,81
2990,Arline,1990-06-01,Contagem,Ortopedista,395
2991,Florina,1996-10-29,Contagem,Pediatra,967
2992,Geraldine,1949-06-06,Ribeirão das Neves,Neurologista,439
2993,Earle,1976-04-12,Ribeirão das Neves,Neurologista,280
2994,Estie,1978-12-30,Santa Luzia,Dermatologista,627
2995,Eula,1988-01-21,Betim,Cardiologista,27
2996,Francesco,1973-06-18,Ribeirão das Neves,Dermatologista,424
2997,Margaretta,1996-10-05,Betim,Pediatra,588
2998,Ross,1958-03-08,Santa Luzia,Cirurgião,227
2999,Severa,1977-10-28,Belo Horizonte,Cardiologista,619
3000,Ras,1959-09-18,Belo Horizonte,Cardiologista,918
3001,Lucy,1947-01-20,Belo Horizonte,Ortopedista,792
3002,Myrtie,1953-07-08,Santa Luzia,Neurologista,594
3003,Gilda,1957-08-25,Ribeirão das Neves,Dermatologista,417
3004,Carrie,1970-07-09,Contagem,Ortopedista,708
3005,Carmel,1996-05-05,Belo Horizonte,Pediatra,350
3006,Jesse,1997-09-16,Ribeirão das Neves,Neurologista,589
3007,Evert,1994-02-12,Betim,Neurologista,971
3008,Pierce,1985-11-07,Contagem,Cirurgião,108
3009,Herlinda,1972-03-26,Contagem,Neurologista,279
3010,Dillard,1986-08-23,Santa Luzia,Pediatra,212
3011,Jeane,1974-12-28,Belo Horizonte,Pediatra,221
3012,Jule,1948-11-27,Betim,Neurologista,545
3013,Osborn,1997-09-05,Santa Luzia,Pediatra,87
3014,Katherine,1993-01-23,Belo Horizonte,Cardiologista,739
3015,Murray,1951-02-02,Betim,Neurologista,574
3016,Rene,1952-06-20,Santa Luzia,Cardiologista,887
3017,Ether,1992-11-14,Santa Luzia,Neurologista,8
3018,Georgia,1973-10-03,Betim,Cardiologista,692
3019,Junius,1993-07-13,Santa Luzia,Cirurgião,494
3020,Justus,1960-04-26,Ribeirão das Neves,Dermatologista,886
3021,Carie,1972-12-23,Ribeirão das Neves,Ortopedista,452
3022,Avis,1964-07-13,Belo Horizonte,Pediatra,514
3023,Johnnie,1945-10-19,Belo Horizonte,Cardiologista,342
3024,Minie,1958-03-25,Contagem,Cirurgião,504
3025,Zetta,1946-09-13,Contagem,Cirurgião,781
3026,Berniece,1960-12-13,Betim,Neurologista,669
3027,Wilson,1986-02-13,Betim,Dermatologista,302
3028,Trinidad,1965-11-28,Contagem,Pediatra,195
3029,Arlie,1954-06-20,Santa Luzia,Cirurgião,975
3030,Margarita,1988-11-05,Betim,Pediatra,328
3031,Medora,1948-08-11,Santa Luzia,Ortopedista,980
3032,Blanch,1979-01-04,Contagem,Pediatra,985
3033,Allene,1951-12-28,Betim,Dermatologista,42
3034,Leslie,1978-12-22,Santa Luzia,Ortopedista,356
3035,Junie,1979-03-24,Ribeirão das Neves,Dermatologista,93
3036,Aimee,1967-04-10,Belo Horizonte,Dermatologista,887
3037,Unknown,1946-04-25,Contagem,Dermatologista,617
3038,Bartholomew,1998-06-24,Santa Luzia,Pediatra,895
3039,Hillary,1985-02-03,Santa Luzia,Pediatra,32
3040,Marjorie,1970-04-23,Santa Luzia,Cirurgião,562
3041,Else,1955-12-02,Ribeirão das Neves,Dermatologista,240
3042,Lynn,1992-04-14,Contagem,Dermatologista,530
3043,Emilie,1976-12-15,Betim,Cardiologista,842
3044,Palmer,1949-01-26,Betim,Dermatologista,70
3045,Mae,1999-11-08,Santa Luzia,Dermatologista,235
3046,Arrilla,1996-11-19,Contagem,Cirurgião,345
3047,Gabriel,1994-10-07,Betim,Dermatologista,11
3048,Bula,1977-04-14,Contagem,Cardiologista,680
3049,Relda,1975-01-01,Santa Luzia,Ortopedista,634
3050,Wessie,1985-08-07,Contagem,Ortopedista,31
3051,Audie,1959-03-12,Betim,Cirurgião,651
3052,Zack,1992-01-24,Betim,Ortopedista,772
3053,Cary,1994-07-29,Belo Horizonte,Cardiologista,116
3054,Jo,1970-05-17,Ribeirão das Neves,Ortopedista,322
3055,Melbourne,1989-08-16,Ribeirão das Neves,Dermatologista,970
3056,Alta,1949-08-11,Ribeirão das Neves,Cardiologista,569
3057,Monie,1974-05-20,Betim,Pediatra,581
3058,Wylie,1989-08-17,Contagem,Ortopedista,605
3059,Joseph,1987-10-21,Ribeirão das Neves,Ortopedista,599
3060,Melanie,1987-04-02,Contagem,Ortopedista,402
3061,Bethel,1978-03-03,Contagem,Pediatra,397
3062,Carleton,1956-09-12,Santa Luzia,Dermatologista,817
3063,Valerie,1995-06-27,Santa Luzia,Neurologista,224
3064,Buell,1967-02-15,Contagem,Dermatologista,204
3065,Evangeline,1999-10-08,Contagem,Ortopedista,895
3066,Jimmie,1949-03-07,Betim,Pediatra,19
3067,Ona,1970-07-26,Contagem,Ortopedista,746
3068,Pervis,1978-01-10,Santa Luzia,Cirurgião,838
3069,Manson,1953-02-08,Santa Luzia,Dermatologista,937
3070,Lovella,1981-11-27,Ribeirão das Neves,Pediatra,204
3071,Uva,1978-10-07,Betim,Ortopedista,285
3072,Burton,1975-06-26,Belo Horizonte,Ortopedista,203
3073,Jule,1994-09-25,Contagem,Cardiologista,422
3074,Marcile,1959-10-06,Ribeirão das Neves,Cirurgião,318
3075,Marguerite,1995-09-22,Contagem,Ortopedista,569
3076,Florina,1997-05-15,Santa Luzia,Cardiologista,422
3077,Thurman,1966-09-20,Betim,Pediatra,15
3078,Waldemar,1977-12-22,Santa Luzia,Ortopedista,401
3079,Lovie,1988-02-15,Santa Luzia,Pediatra,524
3080,Albertine,1995-05-11,Santa Luzia,Dermatologista,464
3081,Cora,1986-01-15,Betim,Dermatologista,986
3082,Val,1948-08-27,Contagem,Neurologista,126
3083,Mimi,1971-02-26,Santa Luzia,Ortopedista,964
3084,Neola,1961-08-20,Santa Luzia,Cirurgião,488
3085,Zana,1995-11-04,Ribeirão das Neves,Pediatra,60
3086,Wyman,1991-05-27,Belo Horizonte,Cirurgião,501
3087,Wesley,1997-10-02,Betim,Ortopedista,33
3088,Darrell,1978-12-06,Betim,Neurologista,896
3089,King,1949-03-11,Belo Horizonte,Pediatra,671
3090,Maud,1998-06-03,Contagem,Cardiologista,436
3091,Cleon,1960-04-13,Santa Luzia,Cirurgião,513
3092,Siddie,1960-05-14,Belo Horizonte,Dermatologista,385
3093,Lois,1990-08-10,Ribeirão das Neves,Cardiologista,882
3094,Hershel,1953-12-24,Ribeirão das Neves,Dermatologista,857
3095,Evie,1997-04-23,Betim,Cardiologista,625
3096,Murdock,1972-02-26,Santa Luzia,Ortopedista,785
3097,Kitty,1989-06-22,Belo Horizonte,Neurologista,560
3098,Avice,1982-01-30,Belo Horizonte,Ortopedista,217
3099,Merle,1967-05-26,Betim,Dermatologista,636
3100,Pallie,1959-05-09,Contagem,Ortopedista,766
3101,Berneice,1958-06-22,Contagem,Pediatra,265
3102,Eldridge,1999-08-13,Contagem,Neurologista,6
3103,Lular,1959-06-23,Ribeirão das Neves,Dermatologista,66
3104,Charline,1970-01-20,Ribeirão das Neves,Pediatra,890
3105,Johnie,1965-03-17,Contagem,Cardiologista,1
3106,Erie,1986-01-31,Belo Horizonte,Cardiologista,273
3107,Avis,1975-06-05,Betim,Dermatologista,767
3108,Vincenzo,1952-04-20,Contagem,Pediatra,519
3109,Evelyne,1972-04-22,Santa Luzia,Ortopedista,419
3110,Santana,1985-03-13,Santa Luzia,Dermatologista,407
3111,Joanna,1946-03-31,Santa Luzia,Cirurgião,581
3112,Ellis,1957-04-11,Ribeirão das Neves,Pediatra,393
3113,Eldora,1958-11-03,Ribeirão das Neves,Neurologista,124
3114,Jannie,1947-11-10,Santa Luzia,Neurologista,226
3115,Theodore,1963-08-30,Belo Horizonte,Cardiologista,222
3116,Ramona,1960-03-20,Contagem,Ortopedista,134
3117,Berta,1967-06-11,Santa Luzia,Pediatra,753
3118,Aron,1946-12-29,Contagem,Cardiologista,330
3119,Isom,1970-11-02,Betim,Cirurgião,598
3120,Mathilde,1982-03-20,Ribeirão das Neves,Dermatologista,760
3121,Valerie,1961-06-04,Betim,Pediatra,36
3122,Francis,1990-12-01,Ribeirão das Neves,Dermatologista,143
3123,Columbus,1976-12-08,Betim,Ortopedista,194
3124,Belva,1986-11-06,Ribeirão das Neves,Cirurgião,874
3125,Isadore,1957-10-25,Contagem,Neurologista,497
3126,Alfonso,1968-04-06,Betim,Dermatologista,320
3127,Vassie,1989-02-14,Belo Horizonte,Pediatra,382
3128,Mima,1997-04-11,Contagem,Cardiologista,848
3129,Salomon,1982-01-23,Santa Luzia,Ortopedista,815
3130,Irvin,1967-04-30,Contagem,Neurologista,947
3131,Arne,1945-10-06,Belo Horizonte,Dermatologista,821
3132,Wm,1994-10-19,Contagem,Pediatra,377
3133,Janice,1950-12-31,Contagem,Cirurgião,307
3134,Erby,1961-05-04,Contagem,Cardiologista,55
3135,Winston,1970-09-06,Ribeirão das Neves,Cirurgião,927
3136,Floyd,1975-03-28,Ribeirão das Neves,Ortopedista,471
3137,Taylor,1996-07-14,Santa Luzia,Cirurgião,316
3138,Warren,1980-06-10,Ribeirão das Neves,Dermatologista,635
3139,Justus,1989-10-13,Contagem,Cirurgião,143
3140,Furman,1947-01-23,Betim,Dermatologista,632
3141,Antone,1985-06-19,Betim,Cirurgião,580
3142,Laura,1960-11-01,Santa Luzia,Pediatra,22
3143,Adlene,1994-04-13,Ribeirão das Neves,Neurologista,880
3144,Aurore,1946-10-31,Belo Horizonte,Cardiologista,374
3145,Wavie,1991-09-02,Belo Horizonte,Neurologista,121
3146,Arlie,1949-12-31,Contagem,Ortopedista,332
3147,Kirk,1997-05-16,Ribeirão das Neves,Neurologista,367
3148,Rutherford,1968-02-23,Betim,Dermatologista,336
3149,Glayds,1971-01-10,Belo Horizonte,Cardiologista,387
3150,Valerie,1995-07-21,Betim,Ortopedista,663
3151,Bertha,1999-10-07,Contagem,Dermatologista,584
3152,Helga,1970-10-21,Ribeirão das Neves,Dermatologista,746
3153,Wilton,1996-05-01,Ribeirão das Neves,Ortopedista,548
3154,Theo,1950-07-21,Betim,Pediatra,933
3155,Lillian,1966-11-09,Belo Horizonte,Cardiologista,690
3156,Swannie,1973-01-25,Santa Luzia,Ortopedista,569
3157,Carney,1991-02-28,Contagem,Neurologista,732
3158,Audie,1951-04-20,Betim,Cardiologista,640
3159,Ray,1949-04-16,Belo Horizonte,Cardiologista,144
3160,Eber,1944-10-10,Contagem,Ortopedista,480
3161,Roderick,1999-09-26,Santa Luzia,Ortopedista,303
3162,Saima,1979-03-05,Ribeirão das Neves,Ortopedista,321
3163,Christ,1982-12-28,Belo Horizonte,Dermatologista,470
3164,Edwin,1999-01-12,Belo Horizonte,Ortopedista,146
3165,Dellie,1951-06-08,Santa Luzia,Cirurgião,283
3166,Buelah,1954-10-02,Ribeirão das Neves,Ortopedista,980
3167,Elgie,1972-12-23,Contagem,Pediatra,102
3168,Dina,1980-07-31,Ribeirão das Neves,Cardiologista,645
3169,Beckie,1956-10-07,Santa Luzia,Dermatologista,860
3170,Winfred,1975-10-30,Santa Luzia,Pediatra,109
3171,Roman,1977-08-29,Betim,Neurologista,297
3172,Virginia,1964-07-29,Contagem,Pediatra,386
3173,Sam,1967-02-07,Betim,Cirurgião,951
3174,Anniebell,1961-10-20,Betim,Neurologista,760
3175,Margueritte,1973-12-19,Contagem,Cardiologista,484
3176,Myrna,1957-01-14,Betim,Pediatra,713
3177,Ferd,1946-07-07,Ribeirão das Neves,Cardiologista,629
3178,Nellie,1994-03-31,Ribeirão das Neves,Ortopedista,879
3179,Merle,1945-10-23,Ribeirão das Neves,Ortopedista,380
3180,Mahlon,1980-07-22,Contagem,Pediatra,845
3181,Sanford,1956-10-10,Contagem,Ortopedista,101
3182,Frederica,1998-09-12,Contagem,Pediatra,501
3183,Gerhard,1949-04-09,Contagem,Neurologista,843
3184,Aline,1977-10-29,Santa Luzia,Cardiologista,60
3185,Connie,1950-04-07,Ribeirão das Neves,Neurologista,209
3186,Watson,1971-05-09,Santa Luzia,Neurologista,594
3187,Zola,1998-07-28,Belo Horizonte,Ortopedista,251
3188,Velora,1969-05-01,Santa Luzia,Cirurgião,890
3189,Versie,1948-09-30,Betim,Ortopedista,299
3190,Cassius,1952-07-30,Contagem,Ortopedista,786
3191,Byron,1955-07-12,Ribeirão das Neves,Neurologista,553
3192,Larry,1969-11-06,Betim,Neurologista,751
3193,Garrett,1983-08-05,Ribeirão das Neves,Cardiologista,279
3194,Buford,1967-01-05,Belo Horizonte,Pediatra,939
3195,Katy,1977-04-01,Santa Luzia,Cardiologista,633
3196,Benedict,1958-10-07,Belo Horizonte,Cirurgião,461
3197,Rosalyn,1986-07-28,Betim,Neurologista,256
3198,Jannie,1949-02-21,Belo Horizonte,Cirurgião,656
3199,Wm,1991-10-07,Contagem,Pediatra,359
3200,Amie,1962-03-29,Betim,Ortopedista,946
3201,Mabel,1955-02-27,Contagem,Neurologista,227
